Height,Weight
167.68,79.2
164.87,75.41
174,87.99
177.86,86.14
163.95,67.49
184.05,101.29
177.71,86.67
176.07,78.22
176.72,86.88
176.97,87.13
175.84,80.55
163.7,73.76
171.33,80.67
186.68,97.44
180.26,92.72
189.73,102.29
173.2,86.3
177.43,94.31
170.68,80.43
172.32,87.43
180.03,98.99
180.96,87.1
189.14,99.71
176.67,83.35
179.34,83.27
172.58,83.33
183.35,97.92
172.9,80.54
174.35,79.84
174.83,90.87
172.77,82.55
187.02,97.77
171.08,77.64
187.56,97.08
168.55,77.14
183.32,90.12
181.38,93.27
179.5,89.82
167.23,74.84
182.29,91.73
180.01,91.59
177.4,85.59
178.84,90.15
179.9,78.91
169.36,83.21
167.61,83.38
174.06,77.51
173.51,83.81
173.39,76.76
168.85,89.65
163.48,67.79
174.68,79.08
183.98,90.76
180.22,88.13
184.17,93.78
178.77,89.55
183.74,98.3
183.02,99.85
177.89,79.82
175.88,86.01
163.5,69.86
176.52,85.47
164.1,78.16
181.39,95.45
174.63,79.55
171.49,71.63
176.38,91.77
169,79.92
172.95,80.94
172.77,79.05
168.08,75.6
179.84,89.03
173.26,87.46
179.56,90.7
182.62,98
181.05,95.21
165.35,74.51
168.88,78.63
182.94,91.96
173.64,81.62
177.6,82.43
185.9,91.27
174.36,78.27
177.29,83.59
166.17,76
174.72,79.76
168.34,71.84
183.86,90.47
172.82,79.09
182.27,95.96
180.14,89.28
184.65,100.18
180.55,94.16
178.03,100.03
181.9,95.27
192.99,102.73
181.1,90.39
169.97,72.77
180.63,92.08
179.32,88.7
174.01,83.3
162.17,67.08
174.8,83.79
170.43,84.87
168.47,74.27
177.87,91.13
166.73,77.21
170.77,84.49
181.09,92.05
176.43,92.07
175,88.97
176.83,81.88
175.61,85.56
174.27,85.16
164.65,72.07
170.04,77.61
175.11,84.27
162.64,71.6
170.01,68.58
177.16,88.56
180.58,85.58
185.55,99.21
188.85,93.45
178.27,86.14
181.68,96.28
174.95,77.95
171.9,81.33
182.12,96.18
174.73,89.67
169.38,79.26
185.57,88.72
186.8,93.49
182.44,90.25
194.24,111.69
,96.73
184,104.43
183.13,96.55
173.3,87.29
172.11,78.12
156.88,61.48
174.49,88.5
181.55,97.51
182,93.92
182.25,89.87
183.29,94.29
178.94,83.12
173.37,84.21
169.68,74.89
171.33,72.58
177.25,85.31
171.32,79.1
166.86,76.31
156.96,61.64
186.97,99.81
163.02,77.02
176.09,87.67
178.83,88.64
160.16,71.41
171.97,77.17
196.71,105.53
176.97,80.56
180.78,84.01
172.65,83.93
175.16,83.47
190.15,102.19
166.97,67.2
171.31,73.86
167.44,79.57
171.86,78.04
177,82.53
181.16,87.52
181.25,88.88
165.82,74.37
181.72,92.43
170.34,80.97
162.31,63.7
180.76,88.02
173.48,82.66
174.73,81.23
152.35,51.21
173.64,85.63
173.38,77.72
190.53,100.45
173.85,90.44
165.06,72.17
179.62,94.87
189.05,103.59
158.17,69.98
169.94,74.55
178.28,88.78
180.54,83.34
193.34,109.15
181.04,93.07
176.13,89.46
172.84,80.34
176.01,78.17
186.67,99.19
168.46,75.85
182.56,95.85
170.96,78.05
174.95,82.69
179.8,88.31
177.76,87.16
171.85,77.88
175.67,86.57
175.8,93.3
172.72,80.56
168.56,69.55
171.89,79.25
172.17,89.95
169.83,85.91
180,90.56
183.5,92.25
171.72,81.76
177.03,89.38
172.88,85.45
160.32,72.92
179.08,84.88
188.72,103.92
168.96,75.78
178.98,82.92
171.84,82.77
173.54,83.1
191.85,103.39
166.31,74.61
181.27,97.52
183.32,92.52
171.24,75.54
161.81,69.21
183.11,95.31
166.4,78.55
162.59,68.55
169.32,82.89
184.43,98.24
170.2,89.72
176.95,87.34
165.3,79.26
175.81,85.82
170.81,85.28
178.35,87.49
170.61,84.82
176.37,88.65
179.56,83.89
165.25,68.3
173.66,85.47
168.7,87.82
180.64,91.92
178.9,84.62
172.09,85.49
174.81,89.64
184.57,99.73
200.66,122.47
170.63,80.04
169.51,75.41
170.3,72.65
187.99,103.39
165.59,70.19
171.52,75.84
172.13,77.25
176.17,80.62
176.37,80.91
165.05,68.5
172.82,79.58
183.81,88.46
178.14,92.07
172.71,69.23
170.28,85.55
185.84,96.85
179.26,88.36
175.66,80.61
187.93,98.69
176.39,90.19
176.45,83.14
181.69,98.98
183.6,94.14
172.15,78.97
172.21,82.64
180.43,97.28
173.72,76.94
174.69,86.85
180.93,91.07
171.32,79.25
169.82,76.83
168.11,77.82
169.86,76.41
174.22,81.16
162.51,71.76
168.87,76.93
167.31,76.1
175.8,85.71
186.75,96.55
165.61,66.84
178.65,97.17
177.2,88.91
179.53,90.5
172.51,83.25
182.58,96.09
180.66,79.61
170.38,82.34
172.78,77.01
172.64,88.43
169.87,84.77
178.79,93.85
186.86,99.52
167.15,70.25
179.24,81.86
172.94,84.96
196.76,114.56
183.88,94.99
166.21,80.94
167.41,76.3
192.09,109.41
176.89,88.47
177.11,93.09
175.29,80.55
175.29,94.59
174.49,83.56
178.85,83.99
172.44,76.77
181.67,88.12
172.31,75.36
178.55,85.84
179.9,89.78
175.66,86.5
188.34,95.82
176.26,87.41
184.4,93.03
176.1,81.81
163.22,73.17
158.54,73.73
168.22,71.07
163.16,61.31
183.1,95.54
178.43,92.04
167.2,76.39
191.03,103.23
186.6,101.18
169.24,79.33
170.6,87.72
172.7,85.33
162.88,69.33
178.25,85.82
176.59,78.91
181.89,92.75
173.43,82.65
189.39,95.57
184.49,94.38
185.44,91.51
182.78,94.72
175.98,86.15
171.1,80.46
170.91,81.2
178.04,75.89
163.42,79.69
177.47,88.77
162.54,70.29
169.4,84.08
183.99,91.45
176.98,96.03
171.81,75.42
173.77,85.73
183.11,90.92
178.42,87.55
181.28,93.23
180.6,91.56
176.21,89.01
178.15,87.44
170.9,79.37
179.69,91.23
168.57,75.48
170.75,80.42
173.4,78.05
173.15,81.07
171.89,83.34
168.85,76.61
194.49,104.26
175.17,85.06
184.01,89.19
172.83,92.15
169.46,82.47
179.51,84.26
181.54,86.43
181.82,94.31
171.25,82.15
,91.03
179.74,85.63
171.71,67.84
180.95,93.16
176.74,97.34
186.35,98.29
186.69,101.34
176.3,84.86
182.34,100.56
171.7,76.58
171.88,81.28
174.22,82.59
181.24,94.5
172.56,94.2
171.29,78.58
177.79,96.19
174.03,85.23
169.4,72
173.94,84.26
187.93,90.98
186.27,101.09
184.3,94.65
171.89,87.81
177.64,92.61
165.93,73.96
173.14,89.44
175.93,93.77
177.88,89.67
175.33,79.14
175.62,79.76
169.63,80.11
176.41,88.37
181.5,95.11
178.69,85.19
183.1,99.47
175.9,79.95
169.42,74.4
172.91,80.28
161.07,70.82
171.27,80.34
179.09,86.8
174.41,83.58
170.5,77.13
176.57,79.02
152.24,64.16
172.78,72.61
171.77,87.89
176.96,98.31
171.07,85.99
170.79,82.4
181.3,93.38
174.5,84.74
161.03,69.01
183.44,89.99
177.63,84.27
163.8,75.62
181.82,87.42
177.07,91.24
177.72,85.62
183.53,85.1
182.36,92.65
170.09,86.35
173.4,89.29
170.27,79.58
166.98,80.79
175.57,81.2
180.75,92.21
173.25,79.07
176.46,93.78
173.09,82.22
161.19,75.18
171.48,79.87
167.48,72.8
182.61,92.18
164.6,75.12
182.19,92.36
166.89,78.5
185.06,98.01
178.37,84.34
166.53,73.72
171.44,81.1
164.65,75.65
176.78,78.89
171.89,82.56
182.64,96.56
168.79,79.34
172.99,84.63
165.3,74.99
185.6,93.8
169.31,78.44
170.01,83.05
176.82,83.55
175.53,83.19
166.33,79.16
164.39,68.32
175.34,83.39
159.89,69.88
172.73,84.54
171.51,81.67
165.59,70.89
177.22,77
190.2,107.21
171.89,77.02
179.04,85.64
163.79,72.29
188.97,96.45
165.34,75.23
181.38,85.82
181.99,83.91
170.19,86.43
176.14,82.49
174.08,82.23
184.42,100.32
173.32,84.7
180.69,86.78
173.54,83.27
179.26,96.64
175.34,83.34
173.4,84.5
180.77,90.88
178.62,90.27
157.76,66.12
175.65,81.08
163.21,71.68
176.55,87.36
186.91,97.86
186.45,94.92
168.06,79
182.53,90
174.21,84.95
169.22,75.58
178.53,87.42
178.82,86.56
186.66,95.24
163.47,79.42
172.16,82.63
182.48,91.69
175.05,87.38
172.86,79.95
161.98,73.03
169.9,86.68
174.71,85.11
172.22,71.83
160.71,64.98
171.14,84.68
162.72,75.61
188.05,98.8
181.15,90.15
178.84,93.6
176.68,85.04
158.36,63.14
181.24,94.94
180.01,90.5
161.94,70.97
169.38,81.33
170.32,77.03
184.76,86.31
161.22,64
180.77,83.94
163.74,71.35
168.68,80.35
170.7,76.65
180.98,93.15
168.88,77.56
182.18,91.75
172.67,83.63
171.66,82.03
172.81,73.54
165.01,74.87
174.1,84.97
172.6,81.06
195.09,103.07
167.04,74.04
178.73,84.05
173.51,84.42
176.5,85.2
181.6,87.49
155.52,69.64
177.86,89.47
193.02,104.94
166.98,66.22
171.1,90.22
178.82,92.32
168.62,73.49
172.36,86.96
192.26,106.66
156.11,61.47
150.83,61.87
168.64,84.4
180.57,89.83
176.72,87.3
170.91,82.79
187,102.19
178.96,85.06
165.44,62.89
173.63,80.02
164.71,71.54
180.74,87.25
159.55,69.62
166.65,69.36
185.33,91.91
167.75,77.47
178.67,93.55
164.95,60.56
167.32,79.15
164.12,69.53
170.14,78.77
177.85,89.02
165.37,67.63
170.84,82.41
182.83,86.64
173.98,87.24
180.21,91.65
164.29,72.93
175.46,79.1
170.3,78.84
170.52,80.73
177.15,90.67
174.99,81.96
178.44,85.85
158.26,67.78
178.97,83.92
161.84,63.24
186.59,90.66
181.99,90.28
178.16,82.93
169.27,70.65
179.71,89.74
173.11,87.62
175.14,80.87
180.65,87.91
174.87,80.86
181.19,83.7
188.82,94.91
176.1,81.17
180.61,93.55
181.62,93.39
181.81,90.9
178.68,88.15
168.66,75.28
189.28,91.61
183.46,93.54
185.69,94
176.68,82.25
184.55,100.65
166.89,72.67
172.75,79.39
178.28,87.48
179.93,96.95
167.82,81.51
169.06,70.14
189.28,98.22
161.88,73.58
177.54,84.85
192.66,103.09
173.71,84.11
180.36,94.14
173.39,83.91
183.88,97.83
170.6,71.88
176.22,88.22
173.9,82.96
173.82,88.95
175.23,81.81
179.37,84.12
165.2,77.4
185.48,93.11
174.55,82.76
175.07,90.75
190.87,100.39
160.41,54.09
163.82,77.04
175.69,82.47
170.48,80.86
164.02,80.16
177.75,87.87
170.92,70.18
171.65,76.01
177.88,90.13
170.91,90.27
172,79.45
180.98,89.05
180.29,86.7
169.67,78.57
168.61,78.35
186.72,95.44
176.21,83.43
174.55,78.87
181.71,94.03
185.6,94.19
176.54,84.99
170.86,86.35
175.3,90.13
185.14,100.2
179.61,91.66
175.17,82.34
179,90.98
175.28,86.55
168.77,73.91
174.94,80.35
173.79,81.76
188.58,105.34
175.44,90.16
186.44,94.45
178.5,84.24
188.83,95.3
171.97,89.33
168.79,73.85
175.4,92.65
172.81,78.22
174.66,94.93
180.07,91.36
180,91.4
175.83,76.08
173.84,86.55
173.36,81.31
183.46,92.26
179.95,89.04
174.72,85.25
174.94,76.37
169.53,77.41
156.66,65.66
160.86,62.66
164.88,67.54
185.33,92.61
177.99,93.16
167.68,76.7
169.38,79.18
158.5,65.56
176.75,88.22
185.64,104.63
179.45,87.78
183.83,90.44
175.93,80.9
168.16,76.04
164.09,68.01
173.66,74.8
174.98,87.29
165.24,79.09
181.7,93.98
185.57,88.93
165.95,69.91
177.29,82.29
182.62,92.29
177.53,88.24
175.92,89.54
174.17,87.36
188.35,96.29
171.46,85.73
184.9,98.5
175.03,83.74
174.55,88.75
173.51,77.01
155.13,55.65
176.72,75.2
180.76,90.13
182.29,82.59
173.13,77.33
164.82,71.33
168.84,80.1
170.62,74.85
158.91,74.41
177.93,80.1
176.09,80.45
166.62,66.38
175.46,85.39
164.78,73.62
179.59,92.04
161.91,66.3
167.91,77.23
163.99,74.79
182.86,85.53
185.61,92.45
167.73,72.66
179.84,87.07
165.62,80.31
168.26,73.34
167.63,83.22
171.49,71.72
168.42,73.71
153.08,57.36
174.49,77.63
169.5,82.32
170.87,84.04
169.06,74.83
171.49,78.71
175.64,82.9
176.32,88.15
181.91,94.5
178.59,89.24
173.72,89.72
172.16,86.86
179.04,78.94
189.76,97.62
170.47,84.86
171.75,88.23
175.44,87.74
176.43,85.23
166.42,80.87
181.52,79.08
171.26,80.05
184.02,96.78
183.1,87.46
181.18,88.18
175.97,78.6
179.75,85.6
166.14,65.05
159.48,62.29
173.43,83.2
167.92,82.95
175.39,86.87
180.88,89.83
171.69,78.85
166.14,76.04
181.03,94.85
183.98,92.79
179.98,90.7
178.24,87.25
183.19,91.13
177.91,91.42
178.43,85.12
176.38,83.66
173.86,87.01
184.63,88.11
178.23,94.25
186.52,99.2
177.53,90.77
185.88,101.33
173.76,83.53
178.1,95.24
174.19,89.09
164.02,72.65
164.88,72.21
176.92,86.01
176.74,90.39
177.89,82.25
170.62,81.05
179.48,85.79
172.72,82.17
175.59,81.2
172.85,78.56
169.51,87.87
178.92,88.41
176.28,86.16
177.67,85.42
174.61,85.62
165.66,70.37
171.46,78.01
164.71,70.05
175.53,86.7
175.15,82.64
166.5,79.79
167.01,76.05
171.61,70.84
164.66,66.66
168.1,70.98
180.78,87.87
179.02,97.74
172.67,81.38
183.67,92.19
190.03,105.33
188,94.22
178.4,83.59
,78.25
166.08,71.15
170.92,84.3
167.37,79.5
188.26,98.59
173.96,87.87
181.5,81.39
175.88,79.48
166.35,77.48
169.71,80.21
182.37,93.39
172.91,77.88
178.34,84.24
195.18,96.04
161.86,75.29
160.59,78.03
170.62,71.83
175.13,82.46
178.86,98.07
178.05,80.14
173.29,84.46
165.28,79.24
164.15,61.64
173.67,86.6
167.03,74.43
182.75,94.44
169.43,78.91
173.43,83.83
185.36,99.14
173.05,79.39
174.25,84.81
166.42,72.55
181.43,93.31
188.32,99.36
166.62,74.95
185.51,89.2
180.49,85.88
166.78,77.09
176.71,82.95
191.16,103.16
182.65,92.55
186.8,97.22
166.09,80.94
172.45,80.82
172.52,81.3
169.31,83.09
185.88,94.73
178.12,87.13
184.74,96.93
175.18,79.63
176.47,83.06
157.94,69.31
172.84,82.9
166.61,77.67
178.64,84.18
184.16,92.82
180.73,86.57
172.73,88.34
185.37,91.71
172,82.72
174.05,85.3
168.53,77.88
173.18,78.45
182.57,95.73
182.28,91.08
180.73,95.28
167.88,79.67
179.87,84.64
181.11,93.51
177.31,84.67
166.43,79.64
174.14,86.68
183.56,95.92
161.49,64.49
180.45,93.37
166.82,74
165.63,68.89
164.69,64.74
177.71,84.57
171.14,77.11
160.61,74.62
178.75,81.78
181.89,87.58
170.4,80.02
162.49,72.6
171.64,81.84
165.59,84.07
182.33,93.06
183.13,93.54
183.83,95.34
185.67,97.84
177.57,82.37
163.98,73.43
178.68,89.67
174.09,81.45
172.19,84.42
184.48,87.24
170.68,81.29
192.91,107.76
162.45,69.24
175.29,89.05
,78.26
183.02,91.78
170.12,87.92
178.51,84.79
170.67,81.52
167.39,76.03
187.19,105.56
172.66,77.89
166.7,81.64
167.19,74.2
182.16,86.63
186.7,93.2
162.64,66.85
173.43,90.54
188.82,99.96
177.32,93.57
181.4,94.9
186.16,103.67
183.1,93.16
162.34,76.13
183.51,87.78
179.32,85.48
180,97.51
182.77,89.99
173.11,80.81
175.08,85.99
168.4,81.74
165.79,68.01
173.95,82.05
166.73,77.16
174.93,81.11
173.89,82.26
176.08,88.15
178.98,92.2
184.57,99.38
176.12,82.51
174.17,84.36
181.91,91.48
175.02,79.58
184.57,85.45
181.31,98.6
178.51,95.97
179.6,89.39
174.04,84.69
156.82,63.51
174.68,85.07
186.86,93.15
169.06,81.29
178.59,94.57
184.31,96.06
187.17,103.62
173.08,77.47
173.88,84.46
187.55,104.03
169.34,80.23
188.98,109.29
172.13,78.32
162.74,70.46
169.25,77.28
176.23,88.34
177.81,86.22
189.47,103.02
173.89,79.66
176.74,84.83
170.3,83.04
180.91,88.42
170.37,75.88
185.72,94.61
168.82,77.09
172.18,74.54
178.69,88.89
180.66,93.27
183.64,96.19
175.15,87.92
170.54,74.91
177.72,86.11
174.17,85.79
172.96,77.08
192.75,101.67
182.86,95.72
173.88,84.16
184.07,94.48
172.05,75.46
177.89,79.07
183.37,98.06
176.77,85.21
180.47,91.05
179.86,82.36
172.88,85.9
186.41,92.31
191.37,99.12
183.52,93.09
168.09,80.05
156.66,70.96
182.61,90.64
158.69,67.55
172.63,84.64
177.02,91.39
159.89,68.34
181.25,89.57
171.02,85.14
172.16,87.18
175.67,79.51
174.91,91.53
170.37,92.3
170.95,84.98
171.51,79.11
174.16,81.55
181.78,89.82
186,95.5
176.38,76.88
181.92,99.94
167.05,77.75
184.77,94.52
170.77,80.77
180.03,87.25
177.71,85.74
167.32,80.84
179.98,83.68
181.85,89.76
177.93,83.84
171.45,79.78
165.48,63.74
175.32,85.08
179.89,83.66
179.98,86.54
172.86,80.3
177.39,84.5
161.27,72.8
169.24,74.42
180.05,87.04
171.09,82.27
178.92,102.42
176.35,89.02
174.87,84.83
181.18,89.19
191.22,99.39
173.52,79.04
169.62,71.99
179.25,84.35
170.16,72.47
171.72,81.14
184.86,91.26
183.79,79.45
179.43,86.1
174.15,86.35
173.07,87.35
161.02,61.99
161.73,73.29
176.73,88.6
175.52,88.26
180.25,80.99
178.71,88.97
175.88,81.36
175.09,85.11
183.95,92.85
173.82,88.27
181.85,89.21
185.34,90.95
174.55,84.56
179.32,90.89
179.18,95.12
155.29,57.07
179.88,92.8
172.31,87.26
183.78,101.88
178.02,90.13
166.41,73.81
176.2,84.97
178.9,85.62
175.67,90.99
175.47,88.12
166.69,85.42
178.45,79.85
188.63,99.11
186.51,101.24
175.14,81.87
176.05,86.82
182.8,95.48
175.93,89.07
176.08,93.48
164.01,75.95
176.8,85.06
182.82,92.11
181.31,93.23
175.04,84.69
179.44,94.15
181.84,91.45
182.53,92.04
162.94,69.8
172.93,73.71
180.82,87.53
173.38,84.51
173.11,81.31
168.33,72.13
164.5,80.39
164.07,73.32
171.21,72.01
183.18,83.77
173.09,75.88
176.66,84.78
182.38,89
172.9,78.34
174,93.39
175.87,87.14
159.53,63.19
162.02,76.69
181.51,85.81
178.71,91.44
178.92,88.04
173.7,76.27
180.21,84.36
180.61,93.66
178.14,84.42
154.78,63.57
182.12,90.69
180.75,89.47
180.66,94.15
178.95,82.94
,98
172.48,76.08
172.02,81.67
182.31,86.37
184.9,89.13
178.83,85.54
185.78,98.54
178.91,89.44
174.05,80.15
158.74,65.53
176.09,99.29
182.67,92.46
183.04,93.41
184.68,92.7
172.45,80.89
177.53,90.77
173.53,78.82
182.13,92.08
166.47,66.19
164.65,75.36
174.47,90.86
191.58,100.78
179.31,98.72
180.36,88.55
171.1,80.82
170.6,84.53
184.37,92.69
172.01,77.9
182.31,90.78
154.78,69.1
173.42,82.31
174.37,79.85
172.31,84.25
183.88,93.75
176.17,85
176.55,90.83
170.1,81.94
172.87,85.18
187.57,93.2
178.89,90.33
173.64,85.24
190.9,113.54
167.94,83.52
172.15,84.9
153.08,60.3
179.78,87.89
165.4,75.22
168.19,81.91
175.3,87.01
170.55,84.27
176.47,94.88
177.14,83.31
173.49,92.18
180.47,86.64
172.63,86.62
167.07,77.21
179.19,88.53
174.89,89.23
171.75,75.28
161.96,71.45
177.08,91.39
176.68,85.38
177.82,83.49
173,74.25
183.12,93.95
185.61,95.76
187.72,93.73
170.19,77.81
166.98,75.58
162.21,71.4
172.17,86.14
172.8,82.89
168.98,74.72
176.17,91.15
167.33,79.06
173.63,88.21
191.86,96.17
172.22,84.95
172.38,79.65
168.91,73.77
164.98,73.89
176.16,81.88
172.57,83.92
171.32,77.34
176.88,86.3
184.01,94.95
171.35,82.84
177.67,89.12
182.07,97.92
165.07,76.84
152.95,66.66
181.39,87.35
175.04,91.96
186.97,95.92
174.47,82.07
188.77,95.27
171.07,79.21
173.64,85.82
177,85.34
174.86,69.61
169.04,81.24
175.24,84.38
170.99,80.77
165,74.52
181.26,96.43
174.62,79.22
177.58,89.1
187.89,98.37
175.43,83.27
174.62,88.5
172.65,75.44
167.15,81.18
164.03,71.18
178.97,87.05
181.18,90
180.26,83.1
165.71,71.95
176.53,84.64
178.29,89.88
173.99,83.76
175.75,75.41
179.23,86.05
176.34,90.42
177.24,86.86
171.38,82.35
163.66,75.6
169.93,87.1
178.18,90.79
169.39,77.43
156.49,61.99
173.13,88.08
175.82,99.03
177.97,88.84
177.5,82.41
175.35,82.01
179.62,93.24
175.47,83.19
173.77,83.47
178.06,87.09
183.38,87.9
181.96,91.04
174.36,80.92
168.6,74.29
175.44,93.9
174.9,84.16
183.62,97.02
166.34,78.23
179.42,95.62
182.78,95.16
180.48,97.64
177.24,87.07
176.36,90.82
183.67,90.61
167.16,86.89
167.42,76.08
179.44,92.93
165.69,75.92
178.3,97.07
162.73,66.77
169.72,80.82
188.25,109.25
175.26,95.76
177.79,89.13
171.37,77.33
189.09,96.93
178.1,81.76
174.72,81.62
172.03,80.88
179.93,91.35
178.65,86.37
176.47,86.98
180.26,88.09
162.93,72.41
179.49,91.54
176.51,84.22
173.96,82.7
170.01,80.56
169.82,81.8
177.45,83.38
169.41,71.54
179.24,93.11
163.39,74.38
165.08,65.57
173.05,80.69
182.76,94.21
174.58,83.69
180.24,85.61
180.08,87.75
182.46,94.66
166.91,73.61
173.97,87.75
178.11,82.74
169.84,75.48
184.01,92.08
180.07,88.31
173.51,77.7
181.85,91.29
174.95,87.25
176.16,88.2
177.89,90.49
174.43,84.43
168.83,81.99
178.56,96.83
183.77,91.59
178.77,86.05
165.13,71.49
173.12,80.29
177.61,93.93
186.52,94.74
161.85,71.11
158.14,58.65
183.41,91.67
188.58,100.81
178.09,98.41
183.39,91.57
172.96,79.45
172.82,84.39
181.41,85.71
185.1,99.35
176.89,87.52
171.92,85.38
171.15,81.69
161.08,68.43
165.65,79.35
176.44,87.53
175.08,84.72
175.81,85.32
175.11,78.19
171.33,88.52
166.06,69.08
176.88,79
164.57,71.21
174.91,87.1
170.39,82.56
170.28,76.16
170.93,86.1
179.19,88.09
166.13,79.9
170.46,72.26
169.83,78.71
182.77,93.24
162.66,73.96
156.53,67.07
180.24,91.68
169.96,75.71
175.82,76.44
171.13,85.63
181.71,96.09
182.6,92.49
186.97,98.16
162.8,73.4
180.25,88.46
178.51,92.29
171.31,77.74
176.46,84.88
174.61,86.08
180.09,90.93
169.34,71.44
172.18,78.76
173.88,83.24
176.56,87.64
177.21,85.66
168.88,79.84
184.73,99.4
181.59,86.18
181.54,89.85
164.18,74.88
177.01,84.54
177.81,85.15
170.26,71.42
177.51,84.25
166.01,71.69
163.69,62.64
173.45,82.28
177.64,80.46
173.69,86.91
171.48,82.96
182.56,87.61
182.98,82.23
174.47,80.97
174.47,84.97
171.6,87.52
,85.92
183.4,88.39
181.12,89.35
176.87,79.56
175.78,89.03
170.67,84.87
183.31,90.28
176.86,93.45
172.47,83.56
164.51,72.16
175.33,81.97
176.23,87.43
160.05,73.8
177.23,89.64
178.38,88.52
164.94,66.12
193.72,112.21
168.82,75.3
173.77,81.39
182.32,90.59
171.15,90.06
178.04,88.99
184.71,93.62
179.2,86.35
163.79,74.68
173.79,86
171.19,81.45
177.2,85.71
169.7,81.44
176.26,92.8
178.87,86.56
159.24,69.8
180.85,95.33
165.19,76.48
176.72,93.71
187.45,96.05
172.94,80.45
181.48,87.5
172.82,80.79
172.15,72.16
173.18,77.36
185.4,93.28
177.56,83.13
173.22,85.37
174.71,87.27
171.62,84.39
179.89,83.7
187.15,95.84
159.9,66.09
166.26,73.18
184.75,95.79
,82.35
171.37,73.7
155.77,63.42
186.33,96.28
165.5,71.53
182.83,100.13
179.99,84.11
171.75,82.51
173.58,82.86
178.68,95.93
179.03,89.49
172.17,82.84
184.05,92.27
178.9,87.65
180.48,96.21
176.84,84.53
166.83,84.49
178.89,78.95
176.73,81.97
172.94,83.16
184.45,90.29
180.23,89.16
199.46,115.16
169.61,71.16
175.86,89.61
172.02,79.95
183.24,92.82
172.21,80.64
181.5,90.99
167.76,77.22
171.89,83.96
169.5,77.8
176.75,79.91
165.41,70.93
171.3,76.4
177.33,92.18
186.47,100.8
168.21,74.19
177.65,81.86
182.47,85.74
185.94,100.09
187.57,103.54
170.99,74.07
181.67,88.04
181.15,95.38
173.21,82.11
164.35,70.71
190.1,96.77
172.44,73.92
176.16,84.33
180.22,89.22
175.76,86.88
175.94,78.16
174.81,86.53
170.04,79
177.6,88.33
175.6,87.17
182.48,89.13
188.13,97.22
169.36,79.26
157.2,63.87
170.82,75.57
160.04,71.81
183.07,92.01
190.21,95.78
179.48,84.26
166.97,81.41
184.81,90.95
171.8,74.65
154.23,56.08
162.24,69.2
161.99,72.86
183.8,94.07
178.83,91.1
174.33,87.97
168.67,76.33
168.53,78.35
178.7,82.87
171.51,84.05
176.68,89.12
167.72,76.6
174.01,83.28
180.93,89.84
172.42,80.4
169.86,78.5
167.52,84.34
177.85,82.81
173.47,77.98
177.84,83.63
175.69,78.86
177.23,92.29
172.94,77.17
176.81,82.35
177.18,81.72
177.4,88.86
181.11,87.47
166.02,72.07
171.02,85.83
177.45,87.05
174.67,85.2
178.49,85.69
173.15,90.72
174.67,85.14
166.38,73.37
177.78,84.22
183.69,96.05
184.56,84.45
175.55,83.61
177.88,93.37
171.85,81.15
180.75,88.17
165.3,80.61
184.27,90.34
167.45,67.31
183.77,92.1
161.37,71.12
183.7,95.01
173.9,87.33
172.07,79.95
170.94,75.66
162.73,66.16
176.61,85.06
178.07,91.57
169.61,73.28
172.61,76.68
169.46,83.33
181.39,89.75
181.37,95.79
176.1,88.97
180.28,90.63
173.24,81.15
174.74,77.35
158.63,68.36
166.48,76.34
181.43,83.62
175.49,90
168.13,80.1
180.71,93.33
165.03,75.64
173.09,89.57
159.19,75.34
163.9,71.01
176.3,81.01
168.06,84.96
178.28,82.96
180.29,83.34
177.16,80.97
175.24,88.64
172.7,85.14
175.58,86.5
175.68,79.1
172.47,78.89
171.94,80.34
183.97,85.81
168.99,81.78
171.18,84.17
182.41,93.41
166.53,78.38
173.43,84.68
187.07,101.28
172.55,82.68
171.27,85.47
182.89,96.65
178.81,90.71
172.69,82.46
181.82,87.58
173.51,83.7
176.76,89.52
178.04,89.19
177.06,83.49
177.14,80.28
166.18,86.16
173.5,81.02
170.63,78.23
182.06,91.12
171.18,79.22
181.95,91.06
177.08,82.53
170.62,77.25
178.91,84.74
179.81,90.88
173.31,76.17
177.05,86.96
179.56,83.77
177.24,83.84
172.61,75.55
183.56,94.16
191.62,104.77
174.19,82.32
182.06,87.74
174.69,80.45
177.4,86.31
183.86,103.51
178.6,87.53
183.18,92.1
164.35,78.74
172.7,75.83
171.23,74.78
177.97,84.78
173.81,83.58
168.51,79.97
185.44,87.58
173.24,91.06
170.62,82.5
181.54,91.38
177.84,81.54
188.98,103.34
181.49,95.57
162.67,70.05
166.52,73.94
171.57,88.84
163.11,69.29
184.26,90.14
171.44,75.97
169.42,80.42
176.24,90.05
184.37,85.78
178.53,88.87
182.12,97.43
181.18,93.36
169.45,77.14
186.47,99.23
182.36,94.86
174.83,78.14
190.43,107.76
160.72,74.64
180.05,86.43
175.62,82.44
170.87,77.78
177.53,86.23
187.11,100.94
166.44,83.66
174.01,86.82
176.01,84.21
179.18,95.34
187.74,91.82
171.19,65.44
184.76,84.92
183.33,98.66
175.25,82.96
169.34,79.47
180.04,82.55
179.77,92.19
177.98,85.39
170.41,74.64
167.81,69.43
180.02,99.7
180.33,84.32
174.57,86.91
177.19,89.24
171.16,83.25
170.68,80.26
170.36,80.44
181.08,85.26
158.68,66.25
176.64,82.92
178.03,78.84
180.73,88.17
169.88,78.72
165.05,68.7
